ROWHEADER,Test,ODI,T20,IPL,name,country
Matches,112,236,102,55,Ross Taylor,New Zealand
Innings,196,220,94,54,Ross Taylor,New Zealand
Runs,7684,8602,1909,1017,Ross Taylor,New Zealand
Balls,12957,10331,1560,822,Ross Taylor,New Zealand
Highest,290,181,63,81,Ross Taylor,New Zealand
Average,44.16,47.52,25.45,25.43,Ross Taylor,New Zealand
SR,59.31,83.27,122.38,123.73,Ross Taylor,New Zealand
Not Out,22,39,19,14,Ross Taylor,New Zealand
Fours,932,712,122,66,Ross Taylor,New Zealand
Sixes,55,147,71,46,Ross Taylor,New Zealand
Ducks,14,9,6,3,Ross Taylor,New Zealand
50s,35,51,7,3,Ross Taylor,New Zealand
100s,19,21,0,0,Ross Taylor,New Zealand
200s,3,0,0,0,Ross Taylor,New Zealand
300s,0,0,0,0,Ross Taylor,New Zealand
400s,0,0,0,0,Ross Taylor,New Zealand
Matches,105,173,93,79,Kane Williamson,New Zealand
Innings,186,165,90,77,Kane Williamson,New Zealand
Runs,9276,7236,2575,2128,Kane Williamson,New Zealand
Balls,17913,8853,2094,1694,Kane Williamson,New Zealand
Highest,251,148,95,89,Kane Williamson,New Zealand
Average,54.89,48.89,33.01,35.47,Kane Williamson,New Zealand
SR,51.79,81.74,122.98,125.62,Kane Williamson,New Zealand
Not Out,17,17,12,17,Kane Williamson,New Zealand
Fours,1031,666,245,185,Kane Williamson,New Zealand
Sixes,27,60,58,64,Kane Williamson,New Zealand
Ducks,11,5,4,2,Kane Williamson,New Zealand
50s,37,47,18,18,Kane Williamson,New Zealand
100s,33,15,0,0,Kane Williamson,New Zealand
200s,6,0,0,0,Kane Williamson,New Zealand
300s,0,0,0,0,Kane Williamson,New Zealand
400s,0,0,0,0,Kane Williamson,New Zealand
Matches,1,57,65,13,Colin Munro,New Zealand
Innings,2,53,62,12,Colin Munro,New Zealand
Runs,15,1271,1724,177,Colin Munro,New Zealand
Balls,26,1214,1102,141,Colin Munro,New Zealand
Highest,15,87,109,40,Colin Munro,New Zealand
Average,7.5,24.92,31.35,14.75,Colin Munro,New Zealand
SR,57.7,104.7,156.45,125.54,Colin Munro,New Zealand
Not Out,0,2,7,0,Colin Munro,New Zealand
Fours,3,137,132,19,Colin Munro,New Zealand
Sixes,0,36,107,8,Colin Munro,New Zealand
Ducks,1,7,5,2,Colin Munro,New Zealand
50s,0,8,11,0,Colin Munro,New Zealand
100s,0,0,3,0,Colin Munro,New Zealand
200s,0,0,0,0,Colin Munro,New Zealand
300s,0,0,0,0,Colin Munro,New Zealand
400s,0,0,0,0,Colin Munro,New Zealand
Matches,56,81,10,0,Henry Nicholls,New Zealand
Innings,87,79,9,0,Henry Nicholls,New Zealand
Runs,2973,2180,100,0,Henry Nicholls,New Zealand
Balls,5922,2713,112,0,Henry Nicholls,New Zealand
Highest,200,124,36,0,Henry Nicholls,New Zealand
Average,37.16,34.6,12.5,0,Henry Nicholls,New Zealand
SR,50.21,80.36,89.29,0,Henry Nicholls,New Zealand
Not Out,7,16,1,0,Henry Nicholls,New Zealand
Fours,322,198,9,0,Henry Nicholls,New Zealand
Sixes,9,19,0,0,Henry Nicholls,New Zealand
Ducks,6,6,0,0,Henry Nicholls,New Zealand
50s,12,15,0,0,Henry Nicholls,New Zealand
100s,9,1,0,0,Henry Nicholls,New Zealand
200s,1,0,0,0,Henry Nicholls,New Zealand
300s,0,0,0,0,Henry Nicholls,New Zealand
400s,0,0,0,0,Henry Nicholls,New Zealand
Matches,12,76,83,14,James Neesham,New Zealand
Innings,22,65,66,10,James Neesham,New Zealand
Runs,709,1495,955,92,James Neesham,New Zealand
Balls,1069,1496,627,93,James Neesham,New Zealand
Highest,137,97,48,22,James Neesham,New Zealand
Average,33.76,28.21,21.22,10.22,James Neesham,New Zealand
SR,66.33,99.94,152.32,98.93,James Neesham,New Zealand
Not Out,1,12,21,1,James Neesham,New Zealand
Fours,88,128,73,6,James Neesham,New Zealand
Sixes,11,38,51,2,James Neesham,New Zealand
Ducks,2,3,6,2,James Neesham,New Zealand
50s,4,7,0,0,James Neesham,New Zealand
100s,2,0,0,0,James Neesham,New Zealand
200s,0,0,0,0,James Neesham,New Zealand
300s,0,0,0,0,James Neesham,New Zealand
400s,0,0,0,0,James Neesham,New Zealand
Matches,29,45,41,25,Colin de Grandhomme,New Zealand
Innings,44,35,39,21,Colin de Grandhomme,New Zealand
Runs,1432,742,503,303,Colin de Grandhomme,New Zealand
Balls,1780,699,365,225,Colin de Grandhomme,New Zealand
Highest,120,74,59,40,Colin de Grandhomme,New Zealand
Average,38.7,26.5,15.72,18.94,Colin de Grandhomme,New Zealand
SR,80.45,106.16,137.81,134.67,Colin de Grandhomme,New Zealand
Not Out,7,7,7,5,Colin de Grandhomme,New Zealand
Fours,141,58,27,18,Colin de Grandhomme,New Zealand
Sixes,41,29,30,18,Colin de Grandhomme,New Zealand
Ducks,6,2,6,3,Colin de Grandhomme,New Zealand
50s,8,4,3,0,Colin de Grandhomme,New Zealand
100s,2,0,0,0,Colin de Grandhomme,New Zealand
200s,0,0,0,0,Colin de Grandhomme,New Zealand
300s,0,0,0,0,Colin de Grandhomme,New Zealand
400s,0,0,0,0,Colin de Grandhomme,New Zealand
Matches,30,118,109,24,Mitchell Santner,New Zealand
Innings,43,86,74,15,Mitchell Santner,New Zealand
Runs,1066,1438,725,109,Mitchell Santner,New Zealand
Balls,2270,1584,603,99,Mitchell Santner,New Zealand
Highest,126,67,77,22,Mitchell Santner,New Zealand
Average,26,26.15,16.86,13.63,Mitchell Santner,New Zealand
SR,46.97,90.79,120.24,110.11,Mitchell Santner,New Zealand
Not Out,2,31,31,7,Mitchell Santner,New Zealand
Fours,119,105,55,6,Mitchell Santner,New Zealand
Sixes,32,41,24,6,Mitchell Santner,New Zealand
Ducks,3,3,5,1,Mitchell Santner,New Zealand
50s,4,3,1,0,Mitchell Santner,New Zealand
100s,1,0,0,0,Mitchell Santner,New Zealand
200s,0,0,0,0,Mitchell Santner,New Zealand
300s,0,0,0,0,Mitchell Santner,New Zealand
400s,0,0,0,0,Mitchell Santner,New Zealand
Matches,88,157,26,0,Tom Latham,New Zealand
Innings,158,144,23,0,Tom Latham,New Zealand
Runs,5835,4361,516,0,Tom Latham,New Zealand
Balls,12283,5090,474,0,Tom Latham,New Zealand
Highest,264,145,65,0,Tom Latham,New Zealand
Average,38.39,34.61,25.8,0,Tom Latham,New Zealand
SR,47.51,85.68,108.87,0,Tom Latham,New Zealand
Not Out,6,18,3,0,Tom Latham,New Zealand
Fours,665,364,42,0,Tom Latham,New Zealand
Sixes,19,60,8,0,Tom Latham,New Zealand
Ducks,13,14,1,0,Tom Latham,New Zealand
50s,31,26,3,0,Tom Latham,New Zealand
100s,13,8,0,0,Tom Latham,New Zealand
200s,2,0,0,0,Tom Latham,New Zealand
300s,0,0,0,0,Tom Latham,New Zealand
400s,0,0,0,0,Tom Latham,New Zealand
Matches,40,12,9,0,Tom Blundell,New Zealand
Innings,69,12,8,0,Tom Blundell,New Zealand
Runs,2138,266,91,0,Tom Blundell,New Zealand
Balls,4013,307,94,0,Tom Blundell,New Zealand
Highest,138,68,30,0,Tom Blundell,New Zealand
Average,34.48,29.56,15.17,0,Tom Blundell,New Zealand
SR,53.28,86.65,96.81,0,Tom Blundell,New Zealand
Not Out,7,3,2,0,Tom Blundell,New Zealand
Fours,259,28,10,0,Tom Blundell,New Zealand
Sixes,16,2,0,0,Tom Blundell,New Zealand
Ducks,6,0,0,0,Tom Blundell,New Zealand
50s,11,2,0,0,Tom Blundell,New Zealand
100s,5,0,0,0,Tom Blundell,New Zealand
200s,0,0,0,0,Tom Blundell,New Zealand
300s,0,0,0,0,Tom Blundell,New Zealand
400s,0,0,0,0,Tom Blundell,New Zealand
Matches,78,114,61,109,Trent Boult,New Zealand
Innings,94,52,15,29,Trent Boult,New Zealand
Runs,759,216,58,85,Trent Boult,New Zealand
Balls,1264,279,64,81,Trent Boult,New Zealand
Highest,52,21,16,17,Trent Boult,New Zealand
Average,15.81,9,8.29,9.44,Trent Boult,New Zealand
SR,60.05,77.42,90.63,104.94,Trent Boult,New Zealand
Not Out,46,28,8,20,Trent Boult,New Zealand
Fours,82,20,3,5,Trent Boult,New Zealand
Sixes,30,7,2,3,Trent Boult,New Zealand
Ducks,13,2,1,3,Trent Boult,New Zealand
50s,1,0,0,0,Trent Boult,New Zealand
100s,0,0,0,0,Trent Boult,New Zealand
200s,0,0,0,0,Trent Boult,New Zealand
300s,0,0,0,0,Trent Boult,New Zealand
400s,0,0,0,0,Trent Boult,New Zealand
Matches,30,91,21,6,Matt Henry,New Zealand
Innings,42,38,7,0,Matt Henry,New Zealand
Runs,649,270,24,0,Matt Henry,New Zealand
Balls,834,290,27,0,Matt Henry,New Zealand
Highest,72,48,12,0,Matt Henry,New Zealand
Average,18.03,10.38,6,0,Matt Henry,New Zealand
SR,77.82,93.11,88.89,0,Matt Henry,New Zealand
Not Out,6,12,3,0,Matt Henry,New Zealand
Fours,87,22,2,0,Matt Henry,New Zealand
Sixes,20,11,1,0,Matt Henry,New Zealand
Ducks,9,7,1,0,Matt Henry,New Zealand
50s,4,0,0,0,Matt Henry,New Zealand
100s,0,0,0,0,Matt Henry,New Zealand
200s,0,0,0,0,Matt Henry,New Zealand
300s,0,0,0,0,Matt Henry,New Zealand
400s,0,0,0,0,Matt Henry,New Zealand
Matches,107,161,125,54,Tim Southee,New Zealand
Innings,155,96,50,20,Tim Southee,New Zealand
Runs,2245,742,303,120,Tim Southee,New Zealand
Balls,2715,771,218,107,Tim Southee,New Zealand
Highest,77,55,39,36,Tim Southee,New Zealand
Average,15.48,12.16,11.22,9.23,Tim Southee,New Zealand
SR,82.69,96.24,139,112.15,Tim Southee,New Zealand
Not Out,10,35,23,7,Tim Southee,New Zealand
Fours,215,59,20,8,Tim Southee,New Zealand
Sixes,98,26,18,4,Tim Southee,New Zealand
Ducks,21,13,6,3,Tim Southee,New Zealand
50s,7,1,0,0,Tim Southee,New Zealand
100s,0,0,0,0,Tim Southee,New Zealand
200s,0,0,0,0,Tim Southee,New Zealand
300s,0,0,0,0,Tim Southee,New Zealand
400s,0,0,0,0,Tim Southee,New Zealand
Matches,21,54,124,8,Ish Sodhi,New Zealand
Innings,31,26,39,2,Ish Sodhi,New Zealand
Runs,561,210,197,7,Ish Sodhi,New Zealand
Balls,1194,289,194,17,Ish Sodhi,New Zealand
Highest,65,35,19,6,Ish Sodhi,New Zealand
Average,20.78,9.55,7.3,3.5,Ish Sodhi,New Zealand
SR,46.99,72.67,101.55,41.18,Ish Sodhi,New Zealand
Not Out,4,4,12,0,Ish Sodhi,New Zealand
Fours,68,8,12,0,Ish Sodhi,New Zealand
Sixes,7,10,9,0,Ish Sodhi,New Zealand
Ducks,5,6,6,0,Ish Sodhi,New Zealand
50s,4,0,0,0,Ish Sodhi,New Zealand
100s,0,0,0,0,Ish Sodhi,New Zealand
200s,0,0,0,0,Ish Sodhi,New Zealand
300s,0,0,0,0,Ish Sodhi,New Zealand
400s,0,0,0,0,Ish Sodhi,New Zealand
Matches,1,65,43,49,Lockie Ferguson,New Zealand
Innings,2,30,15,11,Lockie Ferguson,New Zealand
Runs,1,122,29,72,Lockie Ferguson,New Zealand
Balls,9,235,36,47,Lockie Ferguson,New Zealand
Highest,1,19,14,24,Lockie Ferguson,New Zealand
Average,0,7.18,3.63,24,Lockie Ferguson,New Zealand
SR,11.12,51.92,80.56,153.2,Lockie Ferguson,New Zealand
Not Out,2,13,7,8,Lockie Ferguson,New Zealand
Fours,0,6,0,7,Lockie Ferguson,New Zealand
Sixes,0,3,2,2,Lockie Ferguson,New Zealand
Ducks,0,4,4,1,Lockie Ferguson,New Zealand
50s,0,0,0,0,Lockie Ferguson,New Zealand
100s,0,0,0,0,Lockie Ferguson,New Zealand
200s,0,0,0,0,Lockie Ferguson,New Zealand
300s,0,0,0,0,Lockie Ferguson,New Zealand
400s,0,0,0,0,Lockie Ferguson,New Zealand
Matches,6,114,75,0,Asghar Afghan,Afghanistan
Innings,10,108,68,0,Asghar Afghan,Afghanistan
Runs,440,2424,1382,0,Asghar Afghan,Afghanistan
Balls,771,3631,1247,0,Asghar Afghan,Afghanistan
Highest,164,101,62,0,Asghar Afghan,Afghanistan
Average,44,24.48,21.94,0,Asghar Afghan,Afghanistan
SR,57.07,66.76,110.83,0,Asghar Afghan,Afghanistan
Not Out,0,9,5,0,Asghar Afghan,Afghanistan
Fours,37,163,87,0,Asghar Afghan,Afghanistan
Sixes,11,65,69,0,Asghar Afghan,Afghanistan
Ducks,1,7,5,0,Asghar Afghan,Afghanistan
50s,3,12,4,0,Asghar Afghan,Afghanistan
100s,1,1,0,0,Asghar Afghan,Afghanistan
200s,0,0,0,0,Asghar Afghan,Afghanistan
300s,0,0,0,0,Asghar Afghan,Afghanistan
400s,0,0,0,0,Asghar Afghan,Afghanistan
Matches,10,90,6,0,Hashmatullah Shahidi,Afghanistan
Innings,19,88,4,0,Hashmatullah Shahidi,Afghanistan
Runs,757,2435,48,0,Hashmatullah Shahidi,Afghanistan
Balls,1596,3614,55,0,Hashmatullah Shahidi,Afghanistan
Highest,246,97,36,0,Hashmatullah Shahidi,Afghanistan
Average,50.47,33.36,24,0,Hashmatullah Shahidi,Afghanistan
SR,47.44,67.38,87.28,0,Hashmatullah Shahidi,Afghanistan
Not Out,4,15,2,0,Hashmatullah Shahidi,Afghanistan
Fours,85,209,5,0,Hashmatullah Shahidi,Afghanistan
Sixes,1,13,0,0,Hashmatullah Shahidi,Afghanistan
Ducks,0,6,0,0,Hashmatullah Shahidi,Afghanistan
50s,2,22,0,0,Hashmatullah Shahidi,Afghanistan
100s,2,0,0,0,Hashmatullah Shahidi,Afghanistan
200s,2,0,0,0,Hashmatullah Shahidi,Afghanistan
300s,0,0,0,0,Hashmatullah Shahidi,Afghanistan
400s,0,0,0,0,Hashmatullah Shahidi,Afghanistan
Matches,0,16,45,0,Hazratullah Zazai,Afghanistan
Innings,0,16,45,0,Hazratullah Zazai,Afghanistan
Runs,0,361,1161,0,Hazratullah Zazai,Afghanistan
Balls,0,409,874,0,Hazratullah Zazai,Afghanistan
Highest,0,67,162,0,Hazratullah Zazai,Afghanistan
Average,0,22.56,27.64,0,Hazratullah Zazai,Afghanistan
SR,0,88.27,132.84,0,Hazratullah Zazai,Afghanistan
Not Out,0,0,3,0,Hazratullah Zazai,Afghanistan
Fours,0,38,110,0,Hazratullah Zazai,Afghanistan
Sixes,0,17,66,0,Hazratullah Zazai,Afghanistan
Ducks,0,1,3,0,Hazratullah Zazai,Afghanistan
50s,0,2,3,0,Hazratullah Zazai,Afghanistan
100s,0,0,1,0,Hazratullah Zazai,Afghanistan
200s,0,0,0,0,Hazratullah Zazai,Afghanistan
300s,0,0,0,0,Hazratullah Zazai,Afghanistan
400s,0,0,0,0,Hazratullah Zazai,Afghanistan
Matches,0,92,107,0,Najibullah Zadran,Afghanistan
Innings,0,84,95,0,Najibullah Zadran,Afghanistan
Runs,0,2060,1830,0,Najibullah Zadran,Afghanistan
Balls,0,2312,1328,0,Najibullah Zadran,Afghanistan
Highest,0,104,73,0,Najibullah Zadran,Afghanistan
Average,0,29.01,29.05,0,Najibullah Zadran,Afghanistan
SR,0,89.11,137.81,0,Najibullah Zadran,Afghanistan
Not Out,0,13,32,0,Najibullah Zadran,Afghanistan
Fours,0,178,126,0,Najibullah Zadran,Afghanistan
Sixes,0,68,97,0,Najibullah Zadran,Afghanistan
Ducks,0,4,7,0,Najibullah Zadran,Afghanistan
50s,0,15,8,0,Najibullah Zadran,Afghanistan
100s,0,1,0,0,Najibullah Zadran,Afghanistan
200s,0,0,0,0,Najibullah Zadran,Afghanistan
300s,0,0,0,0,Najibullah Zadran,Afghanistan
400s,0,0,0,0,Najibullah Zadran,Afghanistan
Matches,2,51,22,0,Noor Ali Zadran,Afghanistan
Innings,4,50,23,0,Noor Ali Zadran,Afghanistan
Runs,117,1216,597,0,Noor Ali Zadran,Afghanistan
Balls,281,1924,586,0,Noor Ali Zadran,Afghanistan
Highest,47,114,63,0,Noor Ali Zadran,Afghanistan
Average,29.25,24.32,27.14,0,Noor Ali Zadran,Afghanistan
SR,41.64,63.21,101.88,0,Noor Ali Zadran,Afghanistan
Not Out,0,0,1,0,Noor Ali Zadran,Afghanistan
Fours,14,132,55,0,Noor Ali Zadran,Afghanistan
Sixes,0,4,9,0,Noor Ali Zadran,Afghanistan
Ducks,0,4,1,0,Noor Ali Zadran,Afghanistan
50s,0,7,4,0,Noor Ali Zadran,Afghanistan
100s,0,1,0,0,Noor Ali Zadran,Afghanistan
200s,0,0,0,0,Noor Ali Zadran,Afghanistan
300s,0,0,0,0,Noor Ali Zadran,Afghanistan
400s,0,0,0,0,Noor Ali Zadran,Afghanistan
Matches,11,123,1,0,Rahmat Shah,Afghanistan
Innings,21,118,1,0,Rahmat Shah,Afghanistan
Runs,970,3976,3,0,Rahmat Shah,Afghanistan
Balls,1820,5579,6,0,Rahmat Shah,Afghanistan
Highest,234,114,3,0,Rahmat Shah,Afghanistan
Average,46.19,35.19,3,0,Rahmat Shah,Afghanistan
SR,53.3,71.27,50,0,Rahmat Shah,Afghanistan
Not Out,0,5,0,0,Rahmat Shah,Afghanistan
Fours,117,344,0,0,Rahmat Shah,Afghanistan
Sixes,6,40,0,0,Rahmat Shah,Afghanistan
Ducks,4,5,0,0,Rahmat Shah,Afghanistan
50s,5,31,0,0,Rahmat Shah,Afghanistan
100s,3,5,0,0,Rahmat Shah,Afghanistan
200s,1,0,0,0,Rahmat Shah,Afghanistan
300s,0,0,0,0,Rahmat Shah,Afghanistan
400s,0,0,0,0,Rahmat Shah,Afghanistan
Matches,0,89,74,2,Gulbadin Naib,Afghanistan
Innings,0,78,64,1,Gulbadin Naib,Afghanistan
Runs,0,1332,945,19,Gulbadin Naib,Afghanistan
Balls,0,1767,775,15,Gulbadin Naib,Afghanistan
Highest,0,82,57,19,Gulbadin Naib,Afghanistan
Average,0,19.88,20.54,19,Gulbadin Naib,Afghanistan
SR,0,75.39,121.94,126.67,Gulbadin Naib,Afghanistan
Not Out,0,11,18,0,Gulbadin Naib,Afghanistan
Fours,0,115,70,1,Gulbadin Naib,Afghanistan
Sixes,0,33,44,1,Gulbadin Naib,Afghanistan
Ducks,0,7,7,0,Gulbadin Naib,Afghanistan
50s,0,5,3,0,Gulbadin Naib,Afghanistan
100s,0,0,0,0,Gulbadin Naib,Afghanistan
200s,0,0,0,0,Gulbadin Naib,Afghanistan
300s,0,0,0,0,Gulbadin Naib,Afghanistan
400s,0,0,0,0,Gulbadin Naib,Afghanistan
Matches,0,84,64,0,Samiullah Shinwari,Afghanistan
Innings,0,74,56,0,Samiullah Shinwari,Afghanistan
Runs,0,1811,1013,0,Samiullah Shinwari,Afghanistan
Balls,0,2765,858,0,Samiullah Shinwari,Afghanistan
Highest,0,96,61,0,Samiullah Shinwari,Afghanistan
Average,0,29.21,22.02,0,Samiullah Shinwari,Afghanistan
SR,0,65.5,118.07,0,Samiullah Shinwari,Afghanistan
Not Out,0,12,10,0,Samiullah Shinwari,Afghanistan
Fours,0,137,76,0,Samiullah Shinwari,Afghanistan
Sixes,0,26,37,0,Samiullah Shinwari,Afghanistan
Ducks,0,1,2,0,Samiullah Shinwari,Afghanistan
50s,0,11,2,0,Samiullah Shinwari,Afghanistan
100s,0,0,0,0,Samiullah Shinwari,Afghanistan
200s,0,0,0,0,Samiullah Shinwari,Afghanistan
300s,0,0,0,0,Samiullah Shinwari,Afghanistan
400s,0,0,0,0,Samiullah Shinwari,Afghanistan
Matches,3,173,131,24,Mohammad Nabi,Afghanistan
Innings,6,151,124,19,Mohammad Nabi,Afghanistan
Runs,33,3655,2237,215,Mohammad Nabi,Afghanistan
Balls,68,4190,1642,150,Mohammad Nabi,Afghanistan
Highest,24,136,89,31,Mohammad Nabi,Afghanistan
Average,5.5,26.88,22.6,13.44,Mohammad Nabi,Afghanistan
SR,48.53,87.24,136.24,143.34,Mohammad Nabi,Afghanistan
Not Out,0,15,25,3,Mohammad Nabi,Afghanistan
Fours,4,237,156,18,Mohammad Nabi,Afghanistan
Sixes,1,113,109,11,Mohammad Nabi,Afghanistan
Ducks,3,6,8,1,Mohammad Nabi,Afghanistan
50s,0,17,6,0,Mohammad Nabi,Afghanistan
100s,0,2,0,0,Mohammad Nabi,Afghanistan
200s,0,0,0,0,Mohammad Nabi,Afghanistan
300s,0,0,0,0,Mohammad Nabi,Afghanistan
400s,0,0,0,0,Mohammad Nabi,Afghanistan
Matches,6,114,96,127,Rashid Khan,Afghanistan
Innings,9,87,59,63,Rashid Khan,Afghanistan
Runs,154,1384,467,567,Rashid Khan,Afghanistan
Balls,180,1320,370,347,Rashid Khan,Afghanistan
Highest,51,60,48,79,Rashid Khan,Afghanistan
Average,17.11,19.49,13.74,14.54,Rashid Khan,Afghanistan
SR,85.56,104.85,126.22,163.41,Rashid Khan,Afghanistan
Not Out,0,16,25,24,Rashid Khan,Afghanistan
Fours,18,120,31,40,Rashid Khan,Afghanistan
Sixes,4,49,28,40,Rashid Khan,Afghanistan
Ducks,0,8,7,15,Rashid Khan,Afghanistan
50s,1,5,0,1,Rashid Khan,Afghanistan
100s,0,0,0,0,Rashid Khan,Afghanistan
200s,0,0,0,0,Rashid Khan,Afghanistan
300s,0,0,0,0,Rashid Khan,Afghanistan
400s,0,0,0,0,Rashid Khan,Afghanistan
Matches,2,84,72,0,Mohammad Shahzad,Afghanistan
Innings,4,84,73,0,Mohammad Shahzad,Afghanistan
Runs,69,2727,2048,0,Mohammad Shahzad,Afghanistan
Balls,133,3081,1550,0,Mohammad Shahzad,Afghanistan
Highest,40,131,118,0,Mohammad Shahzad,Afghanistan
Average,17.25,33.67,29.26,0,Mohammad Shahzad,Afghanistan
SR,51.88,88.52,132.13,0,Mohammad Shahzad,Afghanistan
Not Out,0,3,3,0,Mohammad Shahzad,Afghanistan
Fours,12,323,229,0,Mohammad Shahzad,Afghanistan
Sixes,1,55,76,0,Mohammad Shahzad,Afghanistan
Ducks,0,4,4,0,Mohammad Shahzad,Afghanistan
50s,0,14,12,0,Mohammad Shahzad,Afghanistan
100s,0,6,1,0,Mohammad Shahzad,Afghanistan
200s,0,0,0,0,Mohammad Shahzad,Afghanistan
300s,0,0,0,0,Mohammad Shahzad,Afghanistan
400s,0,0,0,0,Mohammad Shahzad,Afghanistan
Matches,0,27,12,0,Aftab Alam,Afghanistan
Innings,0,17,5,0,Aftab Alam,Afghanistan
Runs,0,80,2,0,Aftab Alam,Afghanistan
Balls,0,107,9,0,Aftab Alam,Afghanistan
Highest,0,16,1,0,Aftab Alam,Afghanistan
Average,0,11.43,1,0,Aftab Alam,Afghanistan
SR,0,74.77,22.23,0,Aftab Alam,Afghanistan
Not Out,0,10,3,0,Aftab Alam,Afghanistan
Fours,0,9,0,0,Aftab Alam,Afghanistan
Sixes,0,3,0,0,Aftab Alam,Afghanistan
Ducks,0,3,1,0,Aftab Alam,Afghanistan
50s,0,0,0,0,Aftab Alam,Afghanistan
100s,0,0,0,0,Aftab Alam,Afghanistan
200s,0,0,0,0,Aftab Alam,Afghanistan
300s,0,0,0,0,Aftab Alam,Afghanistan
400s,0,0,0,0,Aftab Alam,Afghanistan
Matches,0,82,33,0,Dawlat Zadran,Afghanistan
Innings,0,56,17,0,Dawlat Zadran,Afghanistan
Runs,0,513,68,0,Dawlat Zadran,Afghanistan
Balls,0,664,42,0,Dawlat Zadran,Afghanistan
Highest,0,47,13,0,Dawlat Zadran,Afghanistan
Average,0,17.1,7.56,0,Dawlat Zadran,Afghanistan
SR,0,77.26,161.91,0,Dawlat Zadran,Afghanistan
Not Out,0,26,8,0,Dawlat Zadran,Afghanistan
Fours,0,40,4,0,Dawlat Zadran,Afghanistan
Sixes,0,21,6,0,Dawlat Zadran,Afghanistan
Ducks,0,7,3,0,Dawlat Zadran,Afghanistan
50s,0,0,0,0,Dawlat Zadran,Afghanistan
100s,0,0,0,0,Dawlat Zadran,Afghanistan
200s,0,0,0,0,Dawlat Zadran,Afghanistan
300s,0,0,0,0,Dawlat Zadran,Afghanistan
400s,0,0,0,0,Dawlat Zadran,Afghanistan
Matches,0,38,25,0,Hamid Hassan,Afghanistan
Innings,0,22,9,0,Hamid Hassan,Afghanistan
Runs,0,107,50,0,Hamid Hassan,Afghanistan
Balls,0,195,46,0,Hamid Hassan,Afghanistan
Highest,0,17,22,0,Hamid Hassan,Afghanistan
Average,0,6.69,16.67,0,Hamid Hassan,Afghanistan
SR,0,54.88,108.7,0,Hamid Hassan,Afghanistan
Not Out,0,6,6,0,Hamid Hassan,Afghanistan
Fours,0,10,3,0,Hamid Hassan,Afghanistan
Sixes,0,3,2,0,Hamid Hassan,Afghanistan
Ducks,0,4,0,0,Hamid Hassan,Afghanistan
50s,0,0,0,0,Hamid Hassan,Afghanistan
100s,0,0,0,0,Hamid Hassan,Afghanistan
200s,0,0,0,0,Hamid Hassan,Afghanistan
300s,0,0,0,0,Hamid Hassan,Afghanistan
400s,0,0,0,0,Hamid Hassan,Afghanistan
Matches,1,75,49,20,Mujeeb Ur Rahman,Afghanistan
Innings,2,40,14,7,Mujeeb Ur Rahman,Afghanistan
Runs,18,236,54,12,Mujeeb Ur Rahman,Afghanistan
Balls,17,262,44,15,Mujeeb Ur Rahman,Afghanistan
Highest,15,64,21,10,Mujeeb Ur Rahman,Afghanistan
Average,9,9.08,9,4,Mujeeb Ur Rahman,Afghanistan
SR,105.89,90.08,122.73,80,Mujeeb Ur Rahman,Afghanistan
Not Out,0,14,8,4,Mujeeb Ur Rahman,Afghanistan
Fours,2,25,6,2,Mujeeb Ur Rahman,Afghanistan
Sixes,1,9,3,0,Mujeeb Ur Rahman,Afghanistan
Ducks,0,12,2,2,Mujeeb Ur Rahman,Afghanistan
50s,0,1,0,0,Mujeeb Ur Rahman,Afghanistan
100s,0,0,0,0,Mujeeb Ur Rahman,Afghanistan
200s,0,0,0,0,Mujeeb Ur Rahman,Afghanistan
300s,0,0,0,0,Mujeeb Ur Rahman,Afghanistan
400s,0,0,0,0,Mujeeb Ur Rahman,Afghanistan
Matches,3,147,61,0,William Porterfield,Ireland
Innings,6,145,59,0,William Porterfield,Ireland
Runs,58,4343,1079,0,William Porterfield,Ireland
Balls,227,6297,971,0,William Porterfield,Ireland
Highest,32,139,72,0,William Porterfield,Ireland
Average,9.67,30.58,20.36,0,William Porterfield,Ireland
SR,25.56,68.97,111.13,0,William Porterfield,Ireland
Not Out,0,3,6,0,William Porterfield,Ireland
Fours,7,455,120,0,William Porterfield,Ireland
Sixes,0,32,23,0,William Porterfield,Ireland
Ducks,1,12,5,0,William Porterfield,Ireland
50s,0,20,3,0,William Porterfield,Ireland
100s,0,11,0,0,William Porterfield,Ireland
200s,0,0,0,0,William Porterfield,Ireland
300s,0,0,0,0,William Porterfield,Ireland
400s,0,0,0,0,William Porterfield,Ireland
Matches,6,10,0,0,James McCollum,Ireland
Innings,12,10,0,0,James McCollum,Ireland
Runs,199,188,0,0,James McCollum,Ireland
Balls,502,280,0,0,James McCollum,Ireland
Highest,39,73,0,0,James McCollum,Ireland
Average,16.58,18.8,0,0,James McCollum,Ireland
SR,39.65,67.15,0,0,James McCollum,Ireland
Not Out,0,0,0,0,James McCollum,Ireland
Fours,27,26,0,0,James McCollum,Ireland
Sixes,0,1,0,0,James McCollum,Ireland
Ducks,1,1,0,0,James McCollum,Ireland
50s,0,2,0,0,James McCollum,Ireland
100s,0,0,0,0,James McCollum,Ireland
200s,0,0,0,0,James McCollum,Ireland
300s,0,0,0,0,James McCollum,Ireland
400s,0,0,0,0,James McCollum,Ireland
Matches,10,113,109,0,Andrew Balbirnie,Ireland
